orth_residual,orth_type,temporal_type,INJECTION_DIRECTORY,DUAL_CASE,seed,microservice_name,num_users,model_name,SEQ_LEN,avg_recall,service_MRR_mean,service_Hit@5_mean,train_time,train_time_per_epoch,total_epochs_used,avg_total_infer_time_over_all_tests,num_params,num_trainable_params,model_size_mb,peak_memory_mb,energy_joules
simple,fixed,mlp,23June_WithDisk_RAMP_1000_users,False,3,robot-shop,1000,BARO,32,"{'Avg@5-CPU (Metric):      ': 0.6, 'Avg@5-CPU (Service):     ': 0.64, 'Avg@5-DISK (Metric):     ': 0.84, 'Avg@5-DISK (Service):    ': 0.96, 'Avg@5-MEM (Metric):      ': 0.29, 'Avg@5-MEM (Service):     ': 0.62, 'Avg@5-OVERALL (Service)': 0.74, 'Avg@5-OVERALL (Metric)': 0.58}",0.6367134548952731,0.9090909090909091,9.179115295410156e-05,9.179115295410156e-05,0,2.6957074584382954,0,0,0.0,8.2333984375,263.53068193197254
simple,fixed,mlp,23June_WithDisk_RAMP_concurrent_1000_users,True,3,online-boutique,1000,BARO,32,"{'Avg@5-CPU (Metric):      ': 0.42, 'Avg@5-CPU (Service):     ': 0.73, 'Avg@5-DISK (Metric):     ': 0.22, 'Avg@5-DISK (Service):    ': 0.71, 'Avg@5-MEM (Metric):      ': 0.33, 'Avg@5-MEM (Service):     ': 0.65, 'Avg@5-DUAL_MACRO (Service)': 0.7, 'Avg@5-DUAL_MACRO (Metric)': 0.32, 'Avg@5-OVERALL (Dual Joint)': 0.0}",0.6537669319927384,0.7741935483870968,9.703636169433594e-05,9.703636169433594e-05,0,1.4641288249723372,0,0,0.0,8.2333984375,137.0464262433052
simple,fixed,mlp,23June_WithDisk_RAMP_concurrent_1000_users,True,3,sock-shop,1000,BARO,32,"{'Avg@5-CPU (Metric):      ': 0.69, 'Avg@5-CPU (Service):     ': 0.57, 'Avg@5-DISK (Metric):     ': 0.04, 'Avg@5-DISK (Service):    ': 0.54, 'Avg@5-MEM (Metric):      ': 0.71, 'Avg@5-MEM (Service):     ': 0.59, 'Avg@5-DUAL_MACRO (Service)': 0.57, 'Avg@5-DUAL_MACRO (Metric)': 0.48, 'Avg@5-OVERALL (Dual Joint)': 0.0}",0.5257936507936508,0.6190476190476191,0.000110626220703125,0.000110626220703125,0,2.461971180779593,0,0,0.0,10.5048828125,234.96461728930475
simple,fixed,mlp,23June_WithDisk_RAMP_concurrent_1000_users,True,3,robot-shop,1000,BARO,32,"{'Avg@5-CPU (Metric):      ': 0.54, 'Avg@5-CPU (Service):     ': 0.82, 'Avg@5-DISK (Metric):     ': 0.12, 'Avg@5-DISK (Service):    ': 0.74, 'Avg@5-MEM (Metric):      ': 0.41, 'Avg@5-MEM (Service):     ': 0.79, 'Avg@5-DUAL_MACRO (Service)': 0.78, 'Avg@5-DUAL_MACRO (Metric)': 0.35, 'Avg@5-OVERALL (Dual Joint)': 0.0}",0.6595500459136823,0.9393939393939394,9.083747863769531e-05,9.083747863769531e-05,0,1.4555706183115642,0,0,0.0,8.2333984375,139.54772631406783
simple,fixed,mlp,23June_WithDisk_RAMP_1000_users,False,1,online-boutique,1000,NSigma,32,"{'Avg@5-CPU (Metric):      ': 0.64, 'Avg@5-CPU (Service):     ': 0.75, 'Avg@5-DISK (Metric):     ': 0.44, 'Avg@5-DISK (Service):    ': 0.55, 'Avg@5-MEM (Metric):      ': 0.36, 'Avg@5-MEM (Service):     ': 0.64, 'Avg@5-OVERALL (Service)': 0.64, 'Avg@5-OVERALL (Metric)': 0.48}",0.6373387555205736,0.7575757575757576,0.00015687942504882812,0.00015687942504882812,0,1.5387211929668079,0,0,0.0,8.2333984375,151.25718274831772
simple,fixed,mlp,23June_WithDisk_RAMP_1000_users,False,1,sock-shop,1000,NSigma,32,"{'Avg@5-CPU (Metric):      ': 0.74, 'Avg@5-CPU (Service):     ': 0.5, 'Avg@5-DISK (Metric):     ': 0.87, 'Avg@5-DISK (Service):    ': 0.6, 'Avg@5-MEM (Metric):      ': 0.81, 'Avg@5-MEM (Service):     ': 0.59, 'Avg@5-OVERALL (Service)': 0.56, 'Avg@5-OVERALL (Metric)': 0.81}",0.501984126984127,0.6428571428571429,0.00010132789611816406,0.00010132789611816406,0,1.4375160421643938,0,0,0.0,10.5048828125,134.4288561964035
simple,fixed,mlp,23June_WithDisk_RAMP_1000_users,False,1,robot-shop,1000,NSigma,32,"{'Avg@5-CPU (Metric):      ': 0.55, 'Avg@5-CPU (Service):     ': 0.65, 'Avg@5-DISK (Metric):     ': 0.53, 'Avg@5-DISK (Service):    ': 0.75, 'Avg@5-MEM (Metric):      ': 0.36, 'Avg@5-MEM (Service):     ': 0.75, 'Avg@5-OVERALL (Service)': 0.72, 'Avg@5-OVERALL (Metric)': 0.48}",0.581267217630854,0.9090909090909091,8.702278137207031e-05,8.702278137207031e-05,0,0.826711011655403,0,0,0.0,8.2333984375,81.45254717493057
simple,fixed,mlp,23June_WithDisk_RAMP_concurrent_1000_users,True,1,online-boutique,1000,NSigma,32,"{'Avg@5-CPU (Metric):      ': 0.45, 'Avg@5-CPU (Service):     ': 0.76, 'Avg@5-DISK (Metric):     ': 0.18, 'Avg@5-DISK (Service):    ': 0.74, 'Avg@5-MEM (Metric):      ': 0.34, 'Avg@5-MEM (Service):     ': 0.69, 'Avg@5-DUAL_MACRO (Service)': 0.73, 'Avg@5-DUAL_MACRO (Metric)': 0.32, 'Avg@5-OVERALL (Dual Joint)': 0.0}",0.6952020202020202,0.8064516129032258,8.797645568847656e-05,8.797645568847656e-05,0,0.7388355193599578,0,0,0.0,8.2333984375,70.99820079803466
simple,fixed,mlp,23June_WithDisk_RAMP_concurrent_1000_users,True,1,sock-shop,1000,NSigma,32,"{'Avg@5-CPU (Metric):      ': 0.64, 'Avg@5-CPU (Service):     ': 0.51, 'Avg@5-DISK (Metric):     ': 0.04, 'Avg@5-DISK (Service):    ': 0.52, 'Avg@5-MEM (Metric):      ': 0.65, 'Avg@5-MEM (Service):     ': 0.6, 'Avg@5-DUAL_MACRO (Service)': 0.54, 'Avg@5-DUAL_MACRO (Metric)': 0.44, 'Avg@5-OVERALL (Dual Joint)': 0.0}",0.4968820861678004,0.5952380952380952,8.440017700195312e-05,8.440017700195312e-05,0,1.267274987129938,0,0,0.0,10.5048828125,122.58425446796417
simple,fixed,mlp,23June_WithDisk_RAMP_concurrent_1000_users,True,1,robot-shop,1000,NSigma,32,"{'Avg@5-CPU (Metric):      ': 0.55, 'Avg@5-CPU (Service):     ': 0.79, 'Avg@5-DISK (Metric):     ': 0.09, 'Avg@5-DISK (Service):    ': 0.73, 'Avg@5-MEM (Metric):      ': 0.28, 'Avg@5-MEM (Service):     ': 0.74, 'Avg@5-DUAL_MACRO (Service)': 0.75, 'Avg@5-DUAL_MACRO (Metric)': 0.31, 'Avg@5-OVERALL (Dual Joint)': 0.0}",0.601744719926538,0.9393939393939394,9.417533874511719e-05,9.417533874511719e-05,0,0.7410722501350172,0,0,0.0,8.2333984375,73.14272362947465
