timestamp,web_cpu_usage,web_cpu_throttle,web_cpu_limit,web_mem_usage,web_mem_limit,web_disk_read,web_disk_write,web_net_rx,web_net_tx,cart_cpu_usage,cart_cpu_throttle,cart_cpu_limit,cart_mem_usage,cart_mem_limit,cart_disk_read,cart_disk_write,cart_net_rx,cart_net_tx,catalogue_cpu_usage,catalogue_cpu_throttle,catalogue_cpu_limit,catalogue_mem_usage,catalogue_mem_limit,catalogue_disk_read,catalogue_disk_write,catalogue_net_rx,catalogue_net_tx,user_cpu_usage,user_cpu_throttle,user_cpu_limit,user_mem_usage,user_mem_limit,user_disk_read,user_disk_write,user_net_rx,user_net_tx,payment_cpu_usage,payment_cpu_throttle,payment_cpu_limit,payment_mem_usage,payment_mem_limit,payment_disk_read,payment_disk_write,payment_net_rx,payment_net_tx,shipping_cpu_usage,shipping_cpu_throttle,shipping_cpu_limit,shipping_mem_usage,shipping_mem_limit,shipping_disk_read,shipping_disk_write,shipping_net_rx,shipping_net_tx,ratings_cpu_usage,ratings_cpu_throttle,ratings_cpu_limit,ratings_mem_usage,ratings_mem_limit,ratings_disk_read,ratings_disk_write,ratings_net_rx,ratings_net_tx,dispatch_cpu_usage,dispatch_cpu_throttle,dispatch_cpu_limit,dispatch_mem_usage,dispatch_mem_limit,dispatch_disk_read,dispatch_disk_write,dispatch_net_rx,dispatch_net_tx,mysql_cpu_usage,mysql_cpu_throttle,mysql_cpu_limit,mysql_mem_usage,mysql_mem_limit,mysql_disk_read,mysql_disk_write,mysql_net_rx,mysql_net_tx,redis_cpu_usage,redis_cpu_throttle,redis_cpu_limit,redis_mem_usage,redis_mem_limit,redis_disk_read,redis_disk_write,redis_net_rx,redis_net_tx,rabbitmq_cpu_usage,rabbitmq_cpu_throttle,rabbitmq_cpu_limit,rabbitmq_mem_usage,rabbitmq_mem_limit,rabbitmq_disk_read,rabbitmq_disk_write,rabbitmq_net_rx,rabbitmq_net_tx
1782212855,0.022102252859783133,0.0,0.5,60682240.0,268435456.0,0.0,0.0,76318.27274091114,174090.53858078714,0.11056414126839677,0.07407407407407407,0.5,65679360.0,268435456.0,0.0,0.0,42116.19923914005,122589.0471556224,0.05183170619739866,0.036036036036036036,0.5,64073728.0,268435456.0,0.0,0.0,12962.180200222469,44338.57063403782,0.017190886075949024,0.0043859649122807015,0.5,90939392.0,268435456.0,0.0,0.0,3555.871834172688,14225.506654015522,0.0006556586638486925,0.0,0.5,83058688.0,268435456.0,0.0,0.0,16.117729502452697,352.54867310563355,0.0015204759884475294,0.0,1.0,1286979584.0,2147483648.0,0.0,2472.949953640813,1399.3501359021504,6.697377887920696,,,0.5,,268435456.0,0.0,0.0,0.0,0.0,9.43332009756508e-05,0.0,0.2,4112384.0,104857600.0,0.0,0.0,18.443154459998645,17.753690741867857,0.001171543185624807,0.0,0.2,427384832.0,1073741824.0,0.0,0.0,6.78751090285807,0.0,0.003241913389306086,0.0,0.2,5980160.0,104857600.0,0.0,0.0,2712.7563791381394,2534.1480300417925,0.008667108321204584,0.029661016949152543,0.2,106479616.0,536870912.0,0.0,0.0,29.083627348145324,22.980833412796795
1782212856,0.022102252859783133,0.0,0.5,60682240.0,268435456.0,0.0,0.0,76318.27274091114,174090.53858078714,0.11056414126839677,0.07407407407407407,0.5,65679360.0,268435456.0,0.0,0.0,42116.19923914005,122589.0471556224,0.05183170619739866,0.036036036036036036,0.5,64073728.0,268435456.0,0.0,0.0,12962.180200222469,44338.57063403782,0.017190886075949024,0.0043859649122807015,0.5,90939392.0,268435456.0,0.0,0.0,3555.871834172688,14225.506654015522,0.0006556586638486925,0.0,0.5,83058688.0,268435456.0,0.0,0.0,16.117729502452697,352.54867310563355,0.0015204759884475294,0.0,1.0,1286979584.0,2147483648.0,0.0,2472.949953640813,1427.1887587603594,6.8306152903243005,,,0.5,,268435456.0,0.0,0.0,0.0,0.0,9.43332009756508e-05,0.0,0.2,4112384.0,104857600.0,0.0,0.0,21.708257252992492,20.896733617366603,0.001171543185624807,0.0,0.2,427384832.0,1073741824.0,0.0,0.0,6.645520193107364,0.0,0.003241913389306086,0.0,0.2,5980160.0,104857600.0,0.0,0.0,2766.1921581100005,2584.0655880859513,0.008667108321204584,0.029661016949152543,0.2,106479616.0,536870912.0,0.0,0.0,29.083627348145324,22.980833412796795
1782212857,0.022102252859783133,0.0,0.5,60682240.0,268435456.0,0.0,0.0,65644.7383076906,149743.00959060524,0.10097608806096528,0.0703125,0.5,63471616.0,268435456.0,0.0,0.0,42116.19923914005,122589.0471556224,0.05183170619739866,0.036036036036036036,0.5,64073728.0,268435456.0,0.0,0.0,12962.180200222469,44338.57063403782,0.017190886075949024,0.0043859649122807015,0.5,90939392.0,268435456.0,0.0,0.0,3198.195382992852,12350.572243271747,0.0006556586638486925,0.0,0.5,83058688.0,268435456.0,0.0,0.0,13.087277846207986,255.96076016188627,0.0015222033233176545,0.0,1.0,1286979584.0,2147483648.0,0.0,2472.949953640813,1455.0273816185677,6.963852692727902,,,0.5,,268435456.0,0.0,0.0,0.0,0.0,9.43332009756508e-05,0.0,0.2,4112384.0,104857600.0,0.0,0.0,23.594601841093933,20.82402359460184,0.001171543185624807,0.0,0.2,427384832.0,1073741824.0,0.0,0.0,6.50352948335666,0.0,0.003241913389306086,0.0,0.2,5980160.0,104857600.0,0.0,0.0,3206.146738311656,2995.0534826495254,0.008667108321204584,0.029661016949152543,0.2,106479616.0,536870912.0,0.0,0.0,29.083627348145324,22.980833412796795
1782212858,0.022102252859783133,0.0,0.5,60682240.0,268435456.0,0.0,0.0,64372.767095342075,146841.50061425878,0.0393077515644461,0.0319634703196347,0.5,63471616.0,268435456.0,0.0,0.0,16208.608560868008,46134.064623822575,0.07470398422090757,0.03125,0.5,89092096.0,268435456.0,0.0,0.0,12962.180200222469,44338.57063403782,0.017190886075949024,0.0043859649122807015,0.5,90939392.0,268435456.0,0.0,0.0,3198.195382992852,12350.572243271747,0.0005477509073346946,0.0,0.5,83058688.0,268435456.0,0.0,0.0,13.087277846207986,255.96076016188627,0.0015222033233176545,0.0,1.0,1286979584.0,2147483648.0,0.0,2472.949953640813,1670.3173714925251,7.994244144216164,,,0.5,,268435456.0,0.0,0.0,0.0,0.0,9.43332009756508e-05,0.0,0.2,4112384.0,104857600.0,0.0,0.0,23.594601841093933,20.82402359460184,0.001171543185624807,0.0,0.2,427384832.0,1073741824.0,0.0,0.0,6.361538773605954,0.0,0.003241913389306086,0.0,0.2,5980160.0,104857600.0,0.0,0.0,3206.146738311656,2995.0534826495254,0.008667108321204584,0.029661016949152543,0.2,106479616.0,536870912.0,0.0,0.0,29.083627348145324,22.980833412796795
1782212859,0.022102252859783133,0.0,0.5,60682240.0,268435456.0,0.0,0.0,63100.79588299356,143939.99163791235,0.046103842086711415,0.0319634703196347,0.5,63471616.0,268435456.0,0.0,0.0,16208.608560868008,46134.064623822575,0.07470398422090757,0.03125,0.5,89092096.0,268435456.0,0.0,0.0,12962.180200222469,44338.57063403782,0.004209895916733094,0.0,0.5,90939392.0,268435456.0,0.0,0.0,3198.195382992852,12350.572243271747,0.0005368232629372163,0.0,0.5,83058688.0,268435456.0,0.0,0.0,13.087277846207986,255.96076016188627,0.0015222033233176545,0.0,1.0,1286979584.0,2147483648.0,0.0,2472.949953640813,1670.3173714925251,7.994244144216164,,,0.5,,268435456.0,0.0,0.0,0.0,0.0,0.00015165527683431719,0.0,0.2,4112384.0,104857600.0,0.0,0.0,23.594601841093933,20.82402359460184,0.001171543185624807,0.0,0.2,427384832.0,1073741824.0,0.0,0.0,6.21954806385525,0.0,0.003241913389306086,0.0,0.2,5980160.0,104857600.0,0.0,0.0,3206.146738311656,2995.0534826495254,0.008667108321204584,0.029661016949152543,0.2,106479616.0,536870912.0,0.0,0.0,25.968148986163087,21.790966843616744
1782212860,0.022102252859783133,0.0,0.5,60682240.0,268435456.0,0.0,0.0,61828.824670645045,141038.4826615659,0.046103842086711415,0.0319634703196347,0.5,63471616.0,268435456.0,0.0,0.0,16208.608560868008,46134.064623822575,0.07470398422090757,0.03125,0.5,89092096.0,268435456.0,0.0,0.0,11011.804152762328,37667.09370596959,0.004769376942165179,0.0,0.5,61161472.0,268435456.0,0.0,0.0,3198.195382992852,12350.572243271747,0.0005258956185397382,0.0,0.5,83058688.0,268435456.0,0.0,0.0,13.087277846207986,255.96076016188627,0.0015222033233176545,0.0,1.0,1286979584.0,2147483648.0,0.0,2339.8286258330686,1670.3173714925251,7.994244144216164,,,0.5,,268435456.0,0.0,0.0,0.0,0.0,0.00015165527683431719,0.0,0.2,4112384.0,104857600.0,0.0,0.0,23.594601841093933,20.82402359460184,0.001171543185624807,0.0,0.2,427384832.0,1073741824.0,0.0,0.0,6.0775573541045445,0.0,0.003720394849199021,0.0,0.2,6017024.0,104857600.0,0.0,0.0,3206.146738311656,2995.0534826495254,0.008667108321204584,0.029661016949152543,0.2,106479616.0,536870912.0,0.0,0.0,25.968148986163087,21.790966843616744
1782212861,0.022102252859783133,0.0,0.5,60682240.0,268435456.0,0.0,0.0,61806.83205253838,144205.09911117988,0.046103842086711415,0.0319634703196347,0.5,63471616.0,268435456.0,0.0,0.0,16208.608560868008,46134.064623822575,0.07470398422090757,0.03125,0.5,89092096.0,268435456.0,0.0,0.0,6849.2,21986.574999999997,0.004769376942165179,0.0,0.5,61161472.0,268435456.0,0.0,0.0,3198.195382992852,12350.572243271747,0.000443267472010606,0.0,0.5,83046400.0,268435456.0,0.0,0.0,13.087277846207986,255.96076016188627,0.0015222033233176545,0.0,1.0,1286979584.0,2147483648.0,0.0,2419.2151200945004,1670.3173714925251,7.994244144216164,,,0.5,,268435456.0,0.0,0.0,0.0,0.0,0.00015165527683431719,0.0,0.2,4112384.0,104857600.0,0.0,0.0,23.594601841093933,20.82402359460184,0.001171543185624807,0.0,0.2,427384832.0,1073741824.0,0.0,0.0,5.93556664435384,0.0,0.003720394849199021,0.0,0.2,6017024.0,104857600.0,0.0,0.0,3206.146738311656,2995.0534826495254,0.008667108321204584,0.029661016949152543,0.2,106479616.0,536870912.0,0.0,0.0,26.491597124297837,20.75868605376916
1782212862,0.022102252859783136,0.0,0.5,60682240.0,268435456.0,0.0,0.0,20040.34063638648,53409.56234294509,0.046103842086711415,0.0319634703196347,0.5,63471616.0,268435456.0,0.0,0.0,16208.608560868008,46134.064623822575,0.07470398422090757,0.03125,0.5,89092096.0,268435456.0,0.0,0.0,6849.2,21986.574999999997,0.004769376942165179,0.0,0.5,61161472.0,268435456.0,0.0,0.0,3198.195382992852,12350.572243271747,0.000443267472010606,0.0,0.5,83046400.0,268435456.0,0.0,0.0,13.087277846207986,255.96076016188627,0.0015453770929131994,0.0,1.0,1286979584.0,2147483648.0,0.0,2419.2151200945004,1670.3173714925251,7.994244144216164,,,0.5,,268435456.0,0.0,0.0,1.570210856886496,0.0,0.00015165527683431719,0.0,0.2,4112384.0,104857600.0,0.0,0.0,23.594601841093933,20.82402359460184,0.001171543185624807,0.0,0.2,427384832.0,1073741824.0,0.0,0.0,0.0,0.0,0.0031358422579828814,0.0,0.2,6017024.0,104857600.0,0.0,0.0,3206.146738311656,2995.0534826495254,0.008667108321204584,0.029661016949152543,0.2,106479616.0,536870912.0,0.0,0.0,26.491597124297837,20.75868605376916
1782212863,0.022102252859783136,0.0,0.5,60682240.0,268435456.0,0.0,0.0,23390.359969845456,62337.707312476436,0.046103842086711415,0.0319634703196347,0.5,63471616.0,268435456.0,0.0,0.0,16208.608560868008,46134.064623822575,0.07470398422090757,0.03125,0.5,89092096.0,268435456.0,0.0,0.0,14010.513017190815,50903.848756937245,0.004769376942165179,0.0,0.5,61161472.0,268435456.0,0.0,0.0,3198.195382992852,12350.572243271747,0.000443267472010606,0.0,0.5,83046400.0,268435456.0,0.0,0.0,13.087277846207986,255.96076016188627,0.0015453770929131994,0.0,1.0,1286979584.0,2147483648.0,0.0,2419.2151200945004,1441.1915860580382,6.897633703733312,,,0.5,,268435456.0,0.0,0.0,1.570210856886496,0.0,0.00015165527683431719,0.0,0.2,4112384.0,104857600.0,0.0,0.0,23.594601841093933,20.82402359460184,0.0011877001147829267,0.0,0.2,427384832.0,1073741824.0,0.0,0.0,0.0,0.0,0.003197967053838039,0.0,0.2,6017024.0,104857600.0,0.0,0.0,3206.146738311656,2995.0534826495254,0.016272356431447282,0.10204081632653061,0.2,106483712.0,536870912.0,0.0,0.0,26.491597124297837,20.75868605376916
1782212864,0.019144971427144154,0.0,0.5,60682240.0,268435456.0,0.0,0.0,23390.359969845456,62337.707312476436,0.046103842086711415,0.0319634703196347,0.5,63471616.0,268435456.0,0.0,0.0,16208.608560868008,46134.064623822575,0.07470398422090757,0.03125,0.5,89092096.0,268435456.0,0.0,0.0,14010.513017190815,50903.848756937245,0.004769376942165179,0.0,0.5,61161472.0,268435456.0,0.0,0.0,3198.195382992852,12350.572243271747,0.000443267472010606,0.0,0.5,83046400.0,268435456.0,0.0,0.0,13.087277846207986,255.96076016188627,0.0015453770929131994,0.0,1.0,1286979584.0,2147483648.0,0.0,2419.2151200945004,1413.3529631998294,6.76439630132971,,,0.5,,268435456.0,0.0,0.0,1.570210856886496,0.0,0.00015165527683431719,0.0,0.2,4112384.0,104857600.0,0.0,0.0,23.594601841093933,20.82402359460184,0.0011877001147829267,0.0,0.2,427384832.0,1073741824.0,0.0,0.0,0.0,0.0,0.0037274877513094784,0.0,0.2,6017024.0,104857600.0,0.0,0.0,3206.146738311656,2995.0534826495254,0.016272356431447282,0.10204081632653061,0.2,106483712.0,536870912.0,0.0,0.0,26.491597124297837,20.75868605376916
