timestamp,front-end_cpu_usage,front-end_cpu_throttle,front-end_cpu_limit,front-end_mem_usage,front-end_mem_limit,front-end_disk_read,front-end_disk_write,front-end_net_rx,front-end_net_tx,catalogue_cpu_usage,catalogue_cpu_throttle,catalogue_cpu_limit,catalogue_mem_usage,catalogue_mem_limit,catalogue_disk_read,catalogue_disk_write,catalogue_net_rx,catalogue_net_tx,carts_cpu_usage,carts_cpu_throttle,carts_cpu_limit,carts_mem_usage,carts_mem_limit,carts_disk_read,carts_disk_write,carts_net_rx,carts_net_tx,orders_cpu_usage,orders_cpu_throttle,orders_cpu_limit,orders_mem_usage,orders_mem_limit,orders_disk_read,orders_disk_write,orders_net_rx,orders_net_tx,payment_cpu_usage,payment_cpu_throttle,payment_cpu_limit,payment_mem_usage,payment_mem_limit,payment_disk_read,payment_disk_write,payment_net_rx,payment_net_tx,shipping_cpu_usage,shipping_cpu_throttle,shipping_cpu_limit,shipping_mem_usage,shipping_mem_limit,shipping_disk_read,shipping_disk_write,shipping_net_rx,shipping_net_tx,user_cpu_usage,user_cpu_throttle,user_cpu_limit,user_mem_usage,user_mem_limit,user_disk_read,user_disk_write,user_net_rx,user_net_tx,queue-master_cpu_usage,queue-master_cpu_throttle,queue-master_cpu_limit,queue-master_mem_usage,queue-master_mem_limit,queue-master_disk_read,queue-master_disk_write,queue-master_net_rx,queue-master_net_tx,catalogue-db_cpu_usage,catalogue-db_cpu_throttle,catalogue-db_cpu_limit,catalogue-db_mem_usage,catalogue-db_mem_limit,catalogue-db_disk_read,catalogue-db_disk_write,catalogue-db_net_rx,catalogue-db_net_tx,carts-db_cpu_usage,carts-db_cpu_throttle,carts-db_cpu_limit,carts-db_mem_usage,carts-db_mem_limit,carts-db_disk_read,carts-db_disk_write,carts-db_net_rx,carts-db_net_tx,orders-db_cpu_usage,orders-db_cpu_throttle,orders-db_cpu_limit,orders-db_mem_usage,orders-db_mem_limit,orders-db_disk_read,orders-db_disk_write,orders-db_net_rx,orders-db_net_tx,user-db_cpu_usage,user-db_cpu_throttle,user-db_cpu_limit,user-db_mem_usage,user-db_mem_limit,user-db_disk_read,user-db_disk_write,user-db_net_rx,user-db_net_tx,session-db_cpu_usage,session-db_cpu_throttle,session-db_cpu_limit,session-db_mem_usage,session-db_mem_limit,session-db_disk_read,session-db_disk_write,session-db_net_rx,session-db_net_tx,rabbitmq_cpu_usage,rabbitmq_cpu_throttle,rabbitmq_cpu_limit,rabbitmq_mem_usage,rabbitmq_mem_limit,rabbitmq_disk_read,rabbitmq_disk_write,rabbitmq_net_rx,rabbitmq_net_tx
1782251481,0.001970109108415331,0.0,0.3,163102720.0,1048576000.0,0.0,0.0,365.2137014073882,7916.641127796506,0.0005481779206857116,0.0,0.1,16297984.0,104857600.0,0.0,0.0,355.2024872869075,494.3746212420626,0.6974543089113839,0.9921722113502935,0.7,494116864.0,1073741824.0,0.0,0.0,1634.6526969344202,0.8149010477299187,0.0015934864263051976,0.0,0.7,465174528.0,1073741824.0,0.0,0.0,37.584339066806045,19.053501853083723,0.0007823769893414838,0.0,0.1,4808704.0,104857600.0,0.0,0.0,298.1852462880038,381.4046665095451,0.002110764016497469,0.0,0.3,403005440.0,786432000.0,0.0,0.0,225.96610508423734,734.2148677698344,0.0012550056454646522,0.0,0.3,16932864.0,1048576000.0,0.0,0.0,601.6677199074073,688.3769386574073,0.0021720691225286044,0.0,0.3,396414976.0,1048576000.0,0.0,1814.5974083508693,226.4326295854668,834.8705898856703,0.0012067299864328815,0.0,0.3,281788416.0,1048576000.0,0.0,0.0,1.8170962801443293,0.0,0.004446636212626528,0.0,0.5,94171136.0,536870912.0,0.0,3870.702354151033,0.9081277433025577,0.0,0.005411146509992578,0.0,0.5,87506944.0,536870912.0,0.0,3455.119608945797,21.964182262411526,39.84786277423743,0.00647705013138582,0.0,0.3,54476800.0,1048576000.0,0.0,1804.4052863436123,343.47658114219485,369.2930027498125,0.002029625000000124,0.0,0.25,13107200.0,268435456.0,0.0,0.0,743.5999040150973,1190.724521973493,0.02454203002597652,0.0,1.0,100048896.0,536870912.0,0.0,0.0,11.595883461371214,10.387978934145044
1782251482,0.002389109065376912,0.0,0.3,163102720.0,1048576000.0,0.0,0.0,365.2137014073882,7916.641127796506,0.0005481779206857116,0.0,0.1,16297984.0,104857600.0,0.0,0.0,355.2024872869075,494.3746212420626,0.6974543089113839,0.9921722113502935,0.7,494116864.0,1073741824.0,0.0,0.0,1634.6526969344202,0.8149010477299187,0.0015934864263051976,0.0,0.7,465174528.0,1073741824.0,0.0,0.0,37.584339066806045,19.053501853083723,0.0007823769893414837,0.0,0.1,4808704.0,104857600.0,0.0,0.0,298.1852462880038,381.4046665095451,0.002110764016497469,0.0,0.3,403005440.0,786432000.0,0.0,0.0,225.96610508423734,734.2148677698344,0.0012550056454646522,0.0,0.3,16932864.0,1048576000.0,0.0,0.0,589.7414632936508,674.7319320436508,0.0021720691225286044,0.0,0.3,396414976.0,1048576000.0,0.0,1814.5974083508693,226.4326295854668,834.8705898856703,0.0016479197696269128,0.0,0.3,282075136.0,1048576000.0,0.0,0.0,1.8170962801443293,0.0,0.004446636212626528,0.0,0.5,94171136.0,536870912.0,0.0,3870.702354151033,0.9081277433025577,0.0,0.005411146509992578,0.0,0.5,87506944.0,536870912.0,0.0,3455.119608945797,21.964182262411526,39.84786277423743,0.005361118366456162,0.0,0.3,54476800.0,1048576000.0,0.0,1573.0003328438572,343.47658114219485,369.2930027498125,0.002029625000000124,0.0,0.25,13107200.0,268435456.0,0.0,0.0,759.7351288475304,1216.5618140062038,0.02454203002597652,0.0,1.0,100048896.0,536870912.0,0.0,0.0,11.595883461371214,10.387978934145044
1782251483,0.002389109065376912,0.0,0.3,163102720.0,1048576000.0,0.0,0.0,365.2137014073882,7916.641127796506,0.0005481779206857116,0.0,0.1,16297984.0,104857600.0,0.0,0.0,355.2024872869075,494.3746212420626,0.6974543089113839,0.9921722113502935,0.7,494116864.0,1073741824.0,0.0,0.0,1634.6526969344202,0.8149010477299187,0.0015934864263051976,0.0,0.7,465174528.0,1073741824.0,0.0,0.0,37.584339066806045,19.053501853083723,0.0007823769893414837,0.0,0.1,4808704.0,104857600.0,0.0,0.0,298.1852462880038,381.4046665095451,0.002110764016497469,0.0,0.3,403005440.0,786432000.0,0.0,0.0,225.96610508423734,734.2148677698344,0.0012550056454646522,0.0,0.3,16932864.0,1048576000.0,0.0,0.0,577.8152066798942,661.0869254298942,0.0021720691225286044,0.0,0.3,396414976.0,1048576000.0,0.0,1814.5974083508693,222.31448951346746,787.1606515490258,0.0016479197696269128,0.0,0.3,282075136.0,1048576000.0,0.0,0.0,1.8170962801443293,0.0,0.004446636212626528,0.0,0.5,94171136.0,536870912.0,0.0,3870.702354151033,0.9081277433025577,0.0,0.005411146509992578,0.0,0.5,87506944.0,536870912.0,0.0,3455.119608945797,21.21835727557891,39.29991408763062,0.005467409973611957,0.0,0.3,54476800.0,1048576000.0,0.0,1542.926911404797,343.47658114219485,369.2930027498125,0.0024131477933971826,0.0,0.25,13107200.0,268435456.0,0.0,0.0,775.8703536799636,1242.3991060389146,0.024542030025976522,0.0,1.0,100048896.0,536870912.0,0.0,0.0,10.506751631011987,9.406766803216508
1782251484,0.002389109065376912,0.0,0.3,163102720.0,1048576000.0,0.0,0.0,365.2137014073882,7916.641127796506,0.0009681614439906351,0.0,0.1,16297984.0,104857600.0,0.0,0.0,355.2024872869075,494.3746212420626,0.6974543089113839,0.9921722113502935,0.7,494116864.0,1073741824.0,0.0,0.0,1634.6526969344202,0.8149010477299187,0.0015934864263051976,0.0,0.7,465174528.0,1073741824.0,0.0,0.0,37.584339066806045,19.053501853083723,0.0007823769893414837,0.0,0.1,4808704.0,104857600.0,0.0,0.0,298.1852462880038,381.4046665095451,0.002110764016497469,0.0,0.3,403005440.0,786432000.0,0.0,0.0,225.96610508423734,734.2148677698344,0.0010361975919581268,0.0,0.3,16932864.0,1048576000.0,0.0,0.0,565.8889500661375,647.4419188161374,0.0021720691225286044,0.0,0.3,396414976.0,1048576000.0,0.0,1814.5974083508693,222.31448951346746,787.1606515490258,0.0016479197696269128,0.0,0.3,282075136.0,1048576000.0,0.0,0.0,1.8170962801443293,0.0,0.004446636212626528,0.0,0.5,94171136.0,536870912.0,0.0,3362.8899835796387,0.9081277433025577,0.0,0.005411146509992578,0.0,0.5,87506944.0,536870912.0,0.0,3455.119608945797,21.21835727557891,39.29991408763062,0.0063774964293477395,0.0,0.3,54476800.0,1048576000.0,0.0,1889.153662848797,343.47658114219485,369.2930027498125,0.002363420364755749,0.0,0.25,13107200.0,268435456.0,0.0,0.0,792.0055785123966,1268.2363980716252,0.024542030025976522,0.0,1.0,100048896.0,536870912.0,0.0,0.0,10.506751631011987,9.406766803216508
1782251485,0.002389109065376912,0.0,0.3,163102720.0,1048576000.0,0.0,0.0,365.2137014073882,7916.641127796506,0.0009681614439906351,0.0,0.1,16297984.0,104857600.0,0.0,0.0,355.2024872869075,494.3746212420626,0.6974543089113839,0.9921722113502935,0.7,494116864.0,1073741824.0,0.0,0.0,1634.6526969344202,0.8149010477299187,0.0015934864263051976,0.0,0.7,465174528.0,1073741824.0,0.0,0.0,37.584339066806045,19.053501853083723,0.0007823769893414837,0.0,0.1,4808704.0,104857600.0,0.0,0.0,298.1852462880038,381.4046665095451,0.002110764016497469,0.0,0.3,403005440.0,786432000.0,0.0,0.0,225.96610508423734,734.2148677698344,0.0011930925804308388,0.0,0.3,16932864.0,1048576000.0,0.0,0.0,711.881403967735,819.1192500545019,0.0021720691225286044,0.0,0.3,396414976.0,1048576000.0,0.0,1719.5633921074727,222.31448951346746,787.1606515490258,0.0016479197696269128,0.0,0.3,282075136.0,1048576000.0,0.0,0.0,1.8170962801443293,0.0,0.004446636212626528,0.0,0.5,94171136.0,536870912.0,0.0,3362.8899835796387,5.551557520304307,4.831911175079675,0.005411146509992578,0.0,0.5,87506944.0,536870912.0,0.0,3455.119608945797,21.218357275578914,39.299914087630626,0.0063774964293477395,0.0,0.3,54476800.0,1048576000.0,0.0,1889.153662848797,343.47658114219485,369.2930027498125,0.0035652621421692764,0.0,0.25,13111296.0,268435456.0,0.0,0.0,1763.1675993433958,2981.1301627654134,0.024542030025976522,0.0,1.0,100048896.0,536870912.0,0.0,0.0,10.506751631011987,9.406766803216508
1782251486,0.002389109065376912,0.0,0.3,163102720.0,1048576000.0,0.0,0.0,365.2137014073882,7916.641127796506,0.0009681614439906351,0.0,0.1,16297984.0,104857600.0,0.0,0.0,1366.4110545896287,1442.8669045630552,0.6974543089113839,0.9921722113502935,0.7,494116864.0,1073741824.0,0.0,0.0,1634.6526969344202,0.8149010477299187,0.0015934864263051976,0.0,0.7,465174528.0,1073741824.0,0.0,0.0,37.584339066806045,19.053501853083723,0.0007823769893414837,0.0,0.1,4808704.0,104857600.0,0.0,0.0,298.1852462880038,381.4046665095451,0.002110764016497469,0.0,0.3,403005440.0,786432000.0,0.0,0.0,225.96610508423734,734.2148677698344,0.0011930925804308388,0.0,0.3,16932864.0,1048576000.0,0.0,0.0,711.881403967735,819.1192500545019,0.0021720691225286044,0.0,0.3,396414976.0,1048576000.0,0.0,1719.5633921074727,222.31448951346746,787.1606515490258,0.0016479197696269128,0.0,0.3,282075136.0,1048576000.0,0.0,0.0,1.8170962801443293,0.0,0.004446636212626528,0.0,0.5,94171136.0,536870912.0,0.0,3362.8899835796387,5.551557520304307,4.831911175079675,0.005411146509992578,0.0,0.5,87506944.0,536870912.0,0.0,3455.119608945797,21.218357275578914,39.299914087630626,0.0063774964293477395,0.0,0.3,54476800.0,1048576000.0,0.0,1889.153662848797,343.47658114219485,369.2930027498125,0.0035652621421692764,0.0,0.25,13111296.0,268435456.0,0.0,0.0,1798.8944476421937,3041.53643674853,0.024542030025976522,0.0,1.0,100048896.0,536870912.0,0.0,0.0,10.506751631011987,9.406766803216508
1782251487,0.002389109065376912,0.0,0.3,163102720.0,1048576000.0,0.0,0.0,365.2137014073882,7916.641127796506,0.0009681614439906351,0.0,0.1,16297984.0,104857600.0,0.0,0.0,1366.4110545896287,1442.8669045630552,0.6987390850633021,0.9971751412429379,0.7,494116864.0,1073741824.0,0.0,0.0,1634.6526969344202,0.8149010477299187,0.0015934864263051976,0.0,0.7,465174528.0,1073741824.0,0.0,0.0,37.584339066806045,19.053501853083723,0.0007823769893414837,0.0,0.1,4808704.0,104857600.0,0.0,0.0,298.1852462880038,381.4046665095451,0.002110764016497469,0.0,0.3,403005440.0,786432000.0,0.0,0.0,192.56705938553662,625.6938313419654,0.0011930925804308388,0.0,0.3,16932864.0,1048576000.0,0.0,0.0,711.881403967735,819.1192500545019,0.0021720691225286044,0.0,0.3,396414976.0,1048576000.0,0.0,1719.5633921074727,222.31448951346746,787.1606515490258,0.0016479197696269128,0.0,0.3,282075136.0,1048576000.0,0.0,0.0,1.8170962801443293,0.0,0.004446636212626528,0.0,0.5,94171136.0,536870912.0,0.0,3362.8899835796387,7.995656680321799,6.959182666206011,0.005411146509992578,0.0,0.5,87506944.0,536870912.0,0.0,3455.119608945797,21.218357275578914,39.299914087630626,0.0063774964293477395,0.0,0.3,54476800.0,1048576000.0,0.0,1889.153662848797,343.47658114219485,369.2930027498125,0.0035652621421692764,0.0,0.25,13111296.0,268435456.0,0.0,0.0,1834.621295940991,3101.942710731645,0.023974472199844384,0.0,1.0,100048896.0,536870912.0,0.0,0.0,10.506751631011987,9.406766803216508
1782251488,0.002389109065376912,0.0,0.3,163102720.0,1048576000.0,0.0,0.0,365.2137014073882,7916.641127796506,0.0009681614439906353,0.0,0.1,16297984.0,104857600.0,0.0,0.0,1366.4110545896287,1442.8669045630552,0.6987390850633021,0.9971751412429379,0.7,494116864.0,1073741824.0,0.0,0.0,1634.6526969344202,0.8149010477299187,0.0015934864263051976,0.0,0.7,465174528.0,1073741824.0,0.0,0.0,41.12391376567062,20.666864826115084,0.0007823769893414837,0.0,0.1,4808704.0,104857600.0,0.0,0.0,298.1852462880038,381.4046665095451,0.002126796349371665,0.0,0.3,403005440.0,786432000.0,0.0,0.0,188.80095763413266,613.4569168791348,0.0011930925804308388,0.0,0.3,16932864.0,1048576000.0,0.0,0.0,711.881403967735,819.1192500545019,0.0021720691225286044,0.0,0.3,396414976.0,1048576000.0,0.0,1450.7488998927402,222.31448951346746,787.1606515490258,0.0016479197696269128,0.0,0.3,282075136.0,1048576000.0,0.0,0.0,1.8170962801443293,0.0,0.004371391542093994,0.0,0.5,94171136.0,536870912.0,0.0,3362.8899835796387,7.995656680321799,6.959182666206011,0.004501748539490641,0.0,0.5,87506944.0,536870912.0,0.0,3455.119608945797,21.218357275578914,39.299914087630626,0.0063774964293477395,0.0,0.3,54476800.0,1048576000.0,0.0,1889.153662848797,343.47658114219485,369.2930027498125,0.0035652621421692764,0.0,0.25,13111296.0,268435456.0,0.0,0.0,2143.610897927859,3624.3764389869534,0.023974472199844384,0.0,1.0,100048896.0,536870912.0,0.0,0.0,10.506751631011987,9.406766803216508
1782251489,0.015267537006579063,0.09774436090225565,0.3,140832768.0,1048576000.0,0.0,0.0,4743.865492620875,22155.023652180076,0.0009681614439906353,0.0,0.1,16297984.0,104857600.0,0.0,0.0,1366.4110545896287,1442.8669045630552,0.6987390850633021,0.9971751412429379,0.7,494116864.0,1073741824.0,0.0,0.0,1298.8558881312838,1.2134519819715706,0.0015934864263051976,0.0,0.7,465174528.0,1073741824.0,0.0,0.0,41.12391376567062,20.666864826115084,0.0006660896894923612,0.0,0.1,4808704.0,104857600.0,0.0,0.0,298.1852462880038,381.4046665095451,0.002126796349371665,0.0,0.3,403005440.0,786432000.0,0.0,0.0,185.0348558827287,601.2200024163042,0.0011930925804308388,0.0,0.3,16932864.0,1048576000.0,0.0,0.0,711.881403967735,819.1192500545019,0.0021720691225286044,0.0,0.3,396414976.0,1048576000.0,0.0,1479.7723914481182,222.31448951346746,787.1606515490258,0.0016479197696269128,0.0,0.3,282075136.0,1048576000.0,0.0,0.0,1.8170962801443293,0.0,0.004371391542093994,0.0,0.5,94171136.0,536870912.0,0.0,3362.8899835796387,7.995656680321799,6.959182666206011,0.005355213354470381,0.0,0.5,87506944.0,536870912.0,0.0,3455.119608945797,21.218357275578914,39.299914087630626,0.0063774964293477395,0.0,0.3,54476800.0,1048576000.0,0.0,1889.153662848797,343.47658114219485,369.2930027498125,0.0035652621421692764,0.0,0.25,13111296.0,268435456.0,0.0,0.0,2143.610897927859,3624.3764389869534,0.023964579475475565,0.0,1.0,100048896.0,536870912.0,0.0,0.0,10.506751631011987,9.406766803216508
1782251490,0.015267537006579063,0.09774436090225565,0.3,140832768.0,1048576000.0,0.0,0.0,4743.865492620875,22155.023652180076,0.0009681614439906353,0.0,0.1,16297984.0,104857600.0,0.0,0.0,1366.4110545896287,1442.8669045630552,0.6987390850633021,0.9971751412429379,0.7,494116864.0,1073741824.0,0.0,0.0,1298.8558881312838,1.2134519819715706,0.0015934864263051976,0.0,0.7,465174528.0,1073741824.0,0.0,0.0,41.12391376567062,20.666864826115084,0.0006530500730033365,0.0,0.1,4808704.0,104857600.0,0.0,0.0,298.1852462880038,381.4046665095451,0.002126796349371665,0.0,0.3,403005440.0,786432000.0,0.0,0.0,181.26875413132476,588.9830879534736,0.001482852003016609,0.0,0.3,16932864.0,1048576000.0,0.0,0.0,711.881403967735,819.1192500545019,0.0021720691225286044,0.0,0.3,396414976.0,1048576000.0,0.0,1508.7958830034956,222.31448951346746,787.1606515490258,0.0016479197696269128,0.0,0.3,282075136.0,1048576000.0,0.0,0.0,1.8170962801443293,0.0,0.004371391542093994,0.0,0.5,94171136.0,536870912.0,0.0,3362.8899835796387,7.995656680321799,6.959182666206011,0.005355213354470381,0.0,0.5,87506944.0,536870912.0,0.0,3455.119608945797,21.218357275578914,39.299914087630626,0.0063774964293477395,0.0,0.3,54476800.0,1048576000.0,0.0,1889.153662848797,333.4473262657715,355.6399503230799,0.0035652621421692764,0.0,0.25,13111296.0,268435456.0,0.0,0.0,2143.610897927859,3624.3764389869534,0.023964579475475565,0.0,1.0,100048896.0,536870912.0,0.0,0.0,8.513094854441938,7.185784366383786
